Issuer Ticker	main domain	Name	Sector	Location	Auswahl Eingetragener Marken
GFC	gecina.fr	GECINA SA	Real Estate	France	GECINA; YOUFIRST; GECINAWORK; GECINAPRIVATE; GECINAHOME; DESIGN FOR LIFE; GECINASTUDIOS; GECINACARE; GECINAWELL; BE GECINA
SCR	scor.com	SCOR	Financials	France	SCOR; SCOR GLOBAL LIFE; SOLEM; IRIS; P&C VISION; VITALITYRISK; CHRONOS; PRICINGDEER; SCOR VENTURES; LIFELINK
P911	investor.porsche.com	DR ING HC F PORSCHE PRF AG	Consumer Discretionary	Germany	PORSCHE; 911; CARRERA; BOXSTER; CAYENNE; PANAMERA; TARGA; MACAN; TAYCAN; TURBO
AAK	aak.com	AAK	Consumer Staples	Sweden	AAK; ILLEXAO; CEBES; SILO; NEUTRESCA; AKOH; RISSO; MAYA GOLD; AKPOL; BETTEROIL
SECT B	sectra.com	SECTRA CLASS B	Health Care	Sweden	SECTRA; IDS7; MICRODOSE; VISUAL QC; SECTRA PACS; SECTRA ONE; SECTRA IMAGE; SECTRA CLOUD; SECTRA CXP; SECTRA SHARE
EMSN	ems-group.com	EMS-CHEMIE HOLDING AG	Materials	Switzerland	EMS; GRIVORY; GRILAMID; GRILON; GRILTEX; HYDEX; SCORIM; GRILFLEX; GRILINK; EMS-CARE
GJF	gjensidige.com	GJENSIDIGE FORSIKRING	Financials	Norway	GJENSIDIGE; GJENSIDIGE BILFORSIKRING; GJENSIDIGE HUS; SAFE DRIVE; BONUSBIL; DAGENS BONUS; GJENSIDIGE REISE; GJENSIDIGE PENSION; SMARTBEDRIFT; BOLIG BONUS
SAGA B	sagax.se	SAGAX CLASS B	Real Estate	Sweden	SAGAX; SAGAX LOGISTICS; SAGAX INDUSTRI; SAGAX NORDIC; SAGAX GREEN; SAGAX FRANCE; SAGAX FINLAND; SAGAX URBAN; SAGAX FUND; SAGAX GLOBAL
TKA	thyssenkrupp.com	THYSSENKRUPP AG	Materials	Germany	THYSSENKRUPP; BILSTEIN; PLADUR; INNOVANCE; ENDURON; MAGNODUR; PROTIUM; AST; DYNALOY; INNOX
TIT	gruppotim.it	TELECOM ITALIA	Communication	Italy	TELECOM ITALIA; TIM; ALICE; TIN.IT; TIMVISION; TIMMUSIC; CUBO VISION; SPARKLE; TIM WEBFIBRA; TELESELEC
ADEN	adeccogroup.com	ADECCO GROUP AG	Industrials	Switzerland	ADECCO; SPRING PROFESSIONAL; LHH; MODIS; GENERAL ASSEMBLY; YOSS; PONTON; PONTON CONSULTING; ADECCO FOUNDATION; AKKA
AMUN	amundi.com	AMUNDI SA	Financials	France	AMUNDI; CPR ASSET MANAGEMENT; AMUNDI ETF; AMUNDI ALTO; AMUNDI PRIME; AMUNDI PIONEER; AMUNDI RESPONSIBLE INVESTING; BOOSTER; FUNDFILE; M-LIFE
CVC	cvc.com	CVC CAPITAL PARTNERS PLC	Financials	Netherlands	CVC; CVC CAPITAL PARTNERS; CVC EUROPEAN EQUITY; CVC CREDIT PARTNERS
VALMT	valmet.com	VALMET	Industrials	Finland	VALMET; VALMET DNA; VALMET IQ; MAXDNA; NELES; Q-DISC; VALMET FLOW CONTROL; VALMET IQ SCANNER; VALMET EPOS; VALMET PERFORMA
ELIS	elis.com	ELIS SA	Industrials	France	ELIS; ELIS CLEANROOM; ELIS PEST CONTROL; PIMW; ELIS SERVICES; ELIS PERSONAL LAUNDRY; BERENDSEN; ELIS SPORT; ELIS MEDICAL; ELIS GREEN
SPL	santander.pl	SANTANDER BANK POLSKA SA	Financials	Poland	SANTANDER; SANTANDER FLAME; SANTANDER BANK POLSKA; BANK ZACHODNI WBK; KREDYT BANK; SANTANDER CONSUMER; SANTANDER MOBILE; SANTANDER LEASING; SANTANDER INVESTOR; 1|2|3 ACCOUNT
SOF	sofina.be	SOFINA SA	Financials	Belgium	SOFINA
BPSO	popso.it	BANCA POPOLARE DI SONDRIO	Financials	Italy	BANCA POPOLARE DI SONDRIO; POPSO; SCRIGNO INTERNET BANKING; POPSO MOBILE; POPSO LEASING; POPSO FUND; POPSO WEB; POPSO TOKEN; POPSO CARD; POPSO MAGAZINE
CDR	cdprojekt.com	CD PROJEKT SA	Communication	Poland	CD PROJEKT; CD PROJEKT RED; THE WITCHER; GWENT; CYBERPUNK; REDENGINE; GOG.COM; GOG GALAXY; THRONEBREAKER; PROJECT SIRIUS
BALD B	balder.se	FASTIGHETS BALDER CLASS B	Real Estate	Sweden	BALDER
SUBC	subsea7.com	SUBSEA SA	Energy	Norway	SUBSEA 7; HYDROGEN 7; SEPDU; SEAWAY7; SUBSEA LIFE OF FIELD; SUBSEA FUTURE; SUBSEA ENERGY SOLUTIONS; SUBSEA INNOVATOR; SUBSEA SWIFT
KGH	kghm.com	KGHM POLSKA MIEDZ SA	Materials	Poland	KGHM; KGHM POLSKA MIEDŹ; KGHM GROUP; KGHM INTERNATIONAL; POLSKA MIEDŹ; KGHM INNOVA; KGHM METALS; KGHM COPPER; KGHM SILVER; KGHM R&D
MRL	merlinproperties.com	MERLIN PROPERTIES REIT SA	Real Estate	Spain	MERLIN PROPERTIES; LOOM; MERLIN HUB; MERLIN LOGISTICS; MERLIN RETAIL; MERLIN PRIME; MERLIN OFFICE; MERLIN DATA CENTER; MERLIN COBROS; MERLIN LIVING
SXS	spectris.com	SPECTRIS PLC	Information Technology	United Kingdom	SPECTRIS; MALVERN PANALYTICAL; HBK; OMEGA ENGINEERING; PARTICLE MEASURING SYSTEMS; RED LION CONTROLS; SERVOMEX; MICRO-MEASUREMENTS; VI-GRADE; INVICTA (Instrumentation)
UHR	swatchgroup.com	THE SWATCH GROUP AG	Consumer Discretionary	Switzerland	SWATCH; OMEGA; TISSOT; LONGINES; BREGUET; BLANCPAIN; HAMILTON; RADO; MIDO; BALMAIN
WDP	wdp.eu	WAREHOUSES DE PAUW NV	Real Estate	Belgium	WDP
TEMN	temenos.com	TEMENOS AG	Information Technology	Switzerland	TEMENOS; TEMENOS T24; TEMENOS TRANSACT; TEMENOS INFINITY; TEMENOS IMPACT; TEMENOS SCALE; TEMENOS QUANTUM; TEMENOS OBP; TEMENOS SaaS; TEMENOS CORE
SDR	schroders.com	SCHRODERS PLC	Financials	United Kingdom	SCHRODERS; SCHRODERS CAPITAL; GAIIA; SCHRODERS SOLUTIONS; SCHRODERS PERSONAL WEALTH; SCHRODERS ENERGY TRANSITION; SCHRODERS ADVISOR; SCHRODERS INVESTMENT MGMT; SCHRODERS FLEXI; SCHRODERS IMPACT
SAVE	nordnetab.com	NORDNET	Financials	Sweden	NORDNET; NEOSAT; NORDNET FIBER; NORDNET BANK; NORDNET INVEST; NORDNET SMART; NORDNET INDEXFOND; NORDNET ROBOTSAVE; NORDNET SUPERSAVE; NORDNET LIV
RAND	randstad.com	RANDSTAD HOLDING	Industrials	Netherlands	RANDSTAD; RANDSTAD RISESMART; RANDSTAD SOURCERIGHT; RANDSTAD CARE; RANDSTAD BLUE; RANDSTAD INHOUSE SERVICES; RANDSTAD TECH; RANDSTAD NEXT; MONSTER; TEMPO-TEAM
ABDN	abrdn.com	ABERDEEN GROUP PLC	Financials	United Kingdom	ABERDEEN; ABRDN; BONACCORD CAPITAL PARTNERS; STANDARD LIFE; ABERDEEN STANDARD INVESTMENTS; MYFOLIO; ABERDEEN FUNDS; ABERDEEN LIQUIDITY FUND; ABERDEEN PROPERTY INVESTORS; ABERDEEN UNIT TRUST MGRS
IPN	ipsen.com	IPSEN SA	Health Care	France	DYSPORT; SOMATULINE; DECAPEPTYL; CABOMETYX; ONIVYDE; NUTROPINAQ; INCRELEX; SMECTA; TANAKAN; ELIGARD
ANDR	andritz.com	ANDRITZ AG	Industrials	Austria	ACE; ADuro; addIQ; Advanced Control Expert; AHLCLEANER; AIRLACE; AIRWEB; AKU-TEC; ANDRITZ; METRIS
SFZN	siegfried.ch	SIEGFRIED HOLDING AG	Health Care	Switzerland	SIEGFRIED; SIEGFRIED ACTIVE PHARMA INGREDIENTS; SIEGFRIED DRUG PRODUCTS 
BZU	buzzi.com	BUZZI	Materials	Italy	U BUZZI; BUZZI UNICEM; BUZZI CEMENT; DYCKERHOFF 
A2A	a2a.eu	A2A	Utilities	Italy	– keine eingetragenen Marken gefunden 
ISS	issworld.com	ISS A S	Industrials	Denmark	ISS; ISS PURE SPACE; ISS LIVE; ISS GUCKENHEIMER; ISS FOOD SERVICES 
LHA	lufthansagroup.com	DEUTSCHE LUFTHANSA AG	Industrials	Germany	LUFTHANSA; LUFTHANSA GROUP; DEUTSCHE LUFTHANSA; CITY CENTER; FLYNET; HON CIRCLE; MAKECHANGEFLY; LUFTHANSA MILES & MORE; EXECUTIVE CLASS
BOLL	bollore.com	BOLLORE	Communication	France	BOLLORÉ; BLUEBUS; BLUE SOLUTIONS; BLUESTORAGE; BLUECAR; BLUETRAM; AUTOLIB'; MOBILITÉ BLUE; BOLLORÉ TRANSPORT & LOGISTICS; BOLLORÉ ENERGY 
RAA	rational-online.com	RATIONAL AG	Industrials	Germany	RATIONAL; SELFCOOKINGCENTER; ICOMBI; ICOMBI PRO; ICOMBI CLASSIC; IVARIO; IVARIO PRO; CONNECTEDCOOKING; COMBIMASTER PLUS; CARECONTROL 
BKW	bkw.ch	BKW N AG	Utilities	Switzerland	– keine eingetragenen Marken außer Firmenname BKW gefunden 
LPP	lpp.com	LPP SA	Consumer Discretionary	Poland	RESERVED; MOHITO; CROPP; HOUSE; SINSAY 
BWY	bellwayplc.co.uk	BELLWAY PLC	Consumer Discretionary	United Kingdom	BELLWAY HOME SPACE THE NATURAL WAY TO BUILD; ASHBERRY HOMES; BELLWAY; BELLWAY CHOICE; BELLAWAY 
LAGR B	lagercrantz.com	LAGERCRANTZ GROUP CLASS B	Information Technology	Sweden	– keine eingetragenen Marken gefunden (nur Firmenname) 
FDJU	groupefdj.com	FDJ UNITED	Consumer Discretionary	France	FDJ; LOTO; EUROMILLIONS; ILLIKO; PARIONSSPORT; PARIONSSPORT EN LIGNE; KENO; AMIGO; LOTO FOOT; FDJ UNITED 
SB1NO	sparebank1.no/sr-bank	SPAREBANK SR-NORGE	Financials	Norway	– keine eingetragenen Marken gefunden 
HIK	hikma.com	HIKMA PHARMACEUTICALS PLC	Health Care	United Kingdom	DOLOPHINE; DOPRAM; FACTREL; DURAMORPH; INFUMORPH; DISKETS; CUSTOPHARM; MITIGARE; LEUCADIA PHARMACEUTICALS; WEST-WARD 
ROCK B	rockwool.com	ROCKWOOL CLASS B	Industrials	Denmark	ROCKWOOL; ROCKFON; ROCKPANEL; GRODAN; LAPINUS; ROXUL; SAFE'N'SOUND; ROXUL CAVITYROCK; FLEXIBATT; ROCKZERO 
GETI B	getinge.com	GETINGE B	Health Care	Sweden	GETINGE; GETINGE SIGNATURE SERVICES; SERVO; SUPR; TEC-QUAT 256; TEC-SURF II; BIOSPORE; ELTRAC; TEG-RIS; TEGRIS 
BBOX	tritaxbigbox.co.uk	TRITAX BIG BOX REIT PLC	Real Estate	United Kingdom	– keine eingetragenen Marken gefunden 
INW	inwit.it	INFRASTRUTTURE WIRELESS ITALIANE	Communication	Italy	INWIT
AZA	avanza.se	AVANZA BANK HOLDING	Financials	Sweden	– keine eingetragenen Marken gefunden für Avanza Bank 
TKWY	justeattakeaway.com	JUST EAT TAKEAWAY.COM NV	Consumer Discretionary	Netherlands	JUST EAT; JUST EAT TAKEAWAY.COM; TAKEAWAY.COM; LIEFERANDO; THUISBEZORGD.NL; PYSZNE.PL; 10BIS; MENULOG; GRUBHUB; SKEAT 
ITV	itvplc.com	ITV PLC	Communication	United Kingdom	ITV; ITVX; ITV HUB; ITV STUDIOS; THIS MORNING; GOOD MORNING BRITAIN; LOVE ISLAND; DANCING ON ICE; BRITAIN'S GOT TALENT; THE MASKED SINGER 
ELI	eliagroup.eu	ELIA GROUP SA	Utilities	Belgium	ELIA GROUP; ELIA
HER	gruppohera.it	HERA	Utilities	Italy	NEXMETER CORE; NEXMETER
AKE	arkema.com	ARKEMA SA	Materials	France	ARKEMA; Bostik; Kynar; Rilsan; Pebax; Sartomer; Forane; Altuglas; Kepstan; Luperox; Orgasol
NEX	nexans.com	NEXANS SA	Industrials	France	Nexans; LANmark; Euromold; Olex; TITANEX; LANsense; ENSPACE; MOBIWAY; Centelsa; Nexans Cabling Solutions (NCS)
DIE	dieterengroup.com	DIETEREN (D) SA	Consumer Discretionary	Belgium	MY WAY; D’IETEREN (fig.)
NKT	nkt.com	NKT	Industrials	Denmark	N K T; NKT (word); NKT (fig.)
LOTB	lotusbakeries.com	LOTUS BAKERIES NV	Consumer Staples	Belgium	LOTUS; LOTUS BISCOFF; BISCOFF; DINOSAURUS; SPECULOOS; LOTUS BISCOFF SPREAD; ANNA'S; ANNA'S GINGER THINS; NĀKD; BEAR YOYO 
ANA	acciona.com	ACCIONA SA	Utilities	Spain	ACCIONA (word); ACCIONA (fig.)
JDEP	jdepeets.com	JDE PEETS NV	Consumer Staples	Netherlands	JDE; JACOBS DOUWE EGBERTS; TASSIMO; PROMESSO; A COFFEE FOR EVERY CUP; D E; SENSEO; L’OR; PIKARO; MOCCONA
JYSK	jyskebank.dk	JYSKE BANK	Financials	Denmark	JYSKE BANK (fig./word)
BC	brunellocucinelli.com	BRUNELLO CUCINELLI	Consumer Discretionary	Italy	BC BRUNELLO CUCINELLI; THE BC-DUO; BRUNELLO CUCINELLI
IG	italgas.it	ITALGAS	Utilities	Italy	IG ITALGAS; ITALGAS (fig.)
UTG	unitegroup.com	UNITE GROUP PLC	Real Estate	United Kingdom	UNITE FM PLUS; UNITE (word)
REY	reply.com	REPLY	Information Technology	Italy	REPLY SILICON SHORE; SILICONSHORE; REPLY SILICON SHORING; SILICONSHORING; SILICONSHORINGREPLY; REPLY TOTEM ESPORTS; HIENGAGE; HICREDITS; STARBYTES; CODE FOR KIDS
ZEAL	zealandpharma.com	ZEALAND PHARMA	Health Care	Denmark	ZEAL & ZEALAND PHARMA
DEMANT	demant.com	DEMANT	Health Care	Denmark	OWN; OTICON MORE; VERIT; INEO; BERNAFON ENTRA; OTICON RADAR
BBY	balfourbeatty.com	BALFOUR BEATTY PLC	Industrials	United Kingdom	BALFOUR BEATTY (word); BALFOUR BEATTY (fig.)
JMAT	matthey.com	JOHNSON MATTHEY PLC	Materials	United Kingdom	NITRATRETE; PREMION; CHEMSEAL
NTGY	naturgy.com	NATURGY ENERGY SA	Utilities	Spain	REHABILITACIÓN EXPRÉS FUNDACIÓN NATURGY; OPEN UTILITIES; NATURGY
ARCAD	arcadis.com	ARCADIS NV	Industrials	Netherlands	ARCADIS; FIELDNOW; ARCADIS
CPR	camparigroup.com	DAVIDE CAMPARI MILANO NV	Consumer Staples	Italy	CAMPARI; APEROL; SKYY; WILD TURKEY; GRAND MARNIER; APPLETON ESTATE; ESPOLÒN; CINZANO; BULLDOG GIN; FRANGELICO
SYDB	sydbank.dk	SYDBANK	Financials	Denmark	SYDBANK
INVP	investec.com	INVESTEC PLC	Financials	United Kingdom	INVESTEC; ZEBRA DEVICE MARK; ZEBRA-X
ALLN	allreal.ch	ALLREAL HOLDING AG	Real Estate	Switzerland	ALLREAL
ENG	enagas.es	ENAGAS SA	Utilities	Spain	ENAGAS
SSAB B	ssab.com	SSAB CLASS B	Materials	Sweden	HARDOX; STRENX; DOCOL; GREENCOAT; ARMOX; TOOLOX; DUROXITE; SSAB LASER; SSAB DOMEX; RAEX
BARN	barry-callebaut.com	BARRY CALLEBAUT AG	Consumer Staples	Switzerland	BARRY CALLEBAUT; CALLEBAUT; CACAO BARRY; CARMA; CHOCOVIC; BENSORP; CAPRIMO; MONA LISA; VAN HOUTEN; COCOA HORIZONS
WIE	wienerberger.com	WIENERBERGER AG	Materials	Austria	POROTHERM; POROTON; KORAMIC; TONDACH; TERCA; SEMMELROCK; PIPELIFE; GENERAL SHALE; STURMFIX; POROBLOC
SWEC B	swecogroup.com	SWECO CLASS B	Industrials	Sweden	SWECO
BC8	bechtle.com	BECHTLE AG	Information Technology	Germany	BECHTLE; ARTICONA
QQ.	qinetiq.com	QINETIQ GROUP PLC	Industrials	United Kingdom	QINETIQ; EARS; SWATS; QUIXILICA; ZEPHIR; UPSTART; TOTEM; VOCS; ZEPHYR; ZEPHIR LIDAR
SPM	saipem.com	SAIPEM	Energy	Italy	SAIPEM
INCH	inchcape.com	INCHCAPE PLC	Consumer Discretionary	United Kingdom	INCHCAPE
ALK B	alk.net	ALK-ABELLO CLASS B	Health Care	Denmark	GRAZAX; ACARIZAX; RAGWIZAX; ITULAZAX
HUH1V	huhtamaki.com	HUHTAMAKI	Materials	Finland	HUHTAMAKI; POLARCUP; SEALRIGHT; CHINET; BIOWARE; INSULPAK; LILY; FUTURE SMART; BIOWARE CUPS; HUHTA FLEX
LATO B	latour.se	LATOUR INVESTMENT CLASS B	Industrials	Sweden	LATOUR
RBI	rbinternational.com	RAIFFEISEN BANK INTERNATIONAL AG	Financials	Austria	RAIFFEISEN; RAIFFEISEN BANK; RIO (Raiffeisen Online); ELBA; RBI; RAIFFEISEN LEASING
SDF	kpluss.com	K S N AG	Materials	Germany	SALDORO; NUTRIKS; K-DRILL; KALI; AXAL; ESCO; MORTON SALT; ICEBITE; CÉRÉBOS; VITAKALI
ROR	rotork.com	ROTORK PLC	Industrials	United Kingdom	ROTORK; BIFOLD; CENTORK; FAIRCHILD; HANBAY; MASTERGEAR; MIDLAND; M&M INTERNATIONAL; ROTOHAMMER; SCHISCHEK
CWK	cranswick.plc.uk	CRANSWICK PLC	Consumer Staples	United Kingdom	CRANSWICK; GOURMET BACON; GOURMET SAUSAGE; GOURMET KITCHEN
BMED	bancamediolanum.it	BANCA MEDIOLANUM	Financials	Italy	MEDIOLANUM; MEDIOLANUM CHORUS; FAMILY BANKER; CONTO MEDIOLANUM FREEDOM
AG1	auto1-group.com	AUTO1 GROUP	Consumer Discretionary	Germany	AUTO1; AUTO1.COM; AUTOHERO; WIRKAUFENDEINAUTO.DE; WKDA; AUTO1 FINANCE; AUTO1 DATA; AUTO1 APP; AUTO1 FULFILLMENT; AUTO1 DELIVERY 
AED	aedifica.eu	AEDIFICA NV	Real Estate	Belgium	– keine eingetragenen Marken gefunden 
EDPR	edpr.com	EDP RENOVAVEIS SA	Utilities	Portugal	EDP RENEWABLES; EDP RENOVÁVEIS; EDP (word/figurative) 
IVG	ivecogroup.com	IVECO GROUP NV	Industrials	Italy	IVECO; DAILY; STRALIS; TRAKKER; CURSOR; ELTRAC IVECO; IVECO CAPITAL; S-WAY; T-WAY; POWERSTAR 
IP	interpumpgroup.it	INTERPUMP GROUP	Industrials	Italy	INTERPUMP; HYDROCAR; PRATISSOLI; BERTOLI; INOXPA; WALVOIL; MARIOTTI & PECINI; CADOPPI; MODENFLEX; HPP 
SBMO	sbmoffshore.com	SBM OFFSHORE NV	Energy	Netherlands	SBM OFFSHORE; FAST4WARD 
LIGHT	signify.com	SIGNIFY NV	Industrials	Netherlands	PHILIPS; PHILIPS HUE; WiZ; INTERACT; COLOR KINETICS; GENLYTE; FLUENCE; VARI-LITE; TRULIFI; PHILIPS DYNALITE 
MAP	mapfre.com	MAPFRE SA	Financials	Spain	MAPFRE; MAPFRE INSURANCE; ROAD AMERICA A MAPFRE COMPANY; MAPFRE STADIUM; MAPFRE ASISTENCIA; MAPFRE VIDA; MAPFRE RE; VERTI; MAPFRE SIGORTA; MAPFRE GLOBAL RISKS 
INPST	inpost.eu	INPOST SA	Industrials	Netherlands	INPOST; PACZKOMAT; INPOST POINT; INLOCKER; INPOST FULFILMENT; EASYRETURN; QUICKO; FRESHOMAT; SHIPX; INPOST PAY 
COFB	cofinimmo.com	COFINIMMO REIT SA	Real Estate	Belgium	– keine eingetragenen Marken gefunden 
SALM	salmar.no	SALMAR	Consumer Staples	Norway	SALMAR; SALMA; SALMA SUSHI; OCEAN FARM 1; SALMAR AKER OCEAN; MOGAMBO; SALMA SNACKS; SALMAR AQUA; INNOMEGA; SALMA LOIN 
TOM	tomra.com	TOMRA SYSTEMS	Industrials	Norway	TOMRA; TOMRA T100; TOMRA SORTING TOMORROW’S RESOURCES; AUTOSORT; TOMRA Insight; CLEAN LOOP RECYCLING; TOMRA R1; TOMRA T9; TOMRA E1; TOMRA B5  
FPE3	fuchs.com	FUCHS PREF	Materials	Germany	FUCHS; TITAN; RENOLIN; PLANTO; SILKOLENE; AGRIFARM; ANTICORIT; CERAN; ECOCOOL; CASSIDA  
SUNN	sunrise.ch	SUNRISE N CLASS A AG	Communication	Switzerland	SUNRISE; YALLO; LEBARA; SWYPE; UPC; BLUEWIN; SUNRISE TV; HAPPY HOME; MYSPORTS; SUNRISE WE  
AALB	aalberts.com	AALBERTS NV	Industrials	Netherlands	AALBERTS; A-(Device)  
FNTN	freenet.ag	FREENET AG	Communication	Germany	FREENET; MOBILCOM-DEBITEL; KLARMOBIL; FREENET TV; FREENET FUNK; FREENET FLEX; GRÜNE WELLE; FREENET HOTSPOT; FREENET DATA; FREENET VIDEO  
RS1	rsgroup.com	RS GROUP PLC	Industrials	United Kingdom	RS; RS PRO; OKdo; DesignSpark; Allied Electronics; IESA; Monition; Needlers; RS Industria; RS Safety  
HOLM B	holmen.com	HOLMEN CLASS B	Materials	Sweden	HOLMEN; INVERCOTE; CURV; INVERFORM; HOLMEN VIEW; HOLMEN IGGESUND; HOLMEN TRN; HOLMEN WHITE; HOLMEN BARRIER; INNPACK  
RF	eurazeo.com	EURAZEO	Financials	France	EURAZEO  
PLUS	plus500.com	PLUS500 LTD	Financials	United Kingdom	PLUS500; PLUS500 WebTrader; PLUS500 CFD; PLUS500 Invest; PLUS500 Futures; PLUS500 Options; PLUS500 Shares; PLUS500 Protect; PLUS500 Insights; PLUS500 Investments  
DRX	drax.com	DRAX GROUP PLC	Utilities	United Kingdom	DRAX; ELIMINI; DRAX POWER; DRAX ENERGY SOLUTIONS; DRAX BECCS; DRAX PELLETS  
PNN	pennon-group.co.uk	PENNON GROUP PLC	Utilities	United Kingdom	– keine eingetragenen Marken gefunden  
TUI1	tuigroup.com	TUI N AG	Consumer Discretionary	United Kingdom	TUI; TUI BLUE; TUI FLY; TUI CRUISES; ROBINSON; RIU; TUI MAGIC LIFE; MARELLA CRUISES; TUI SUNEO; TUIfly  
BME	bandmretail.com	B&M EUROPEAN VALUE RETAIL SA	Consumer Discretionary	United Kingdom	B&M; B&M BARGAINS; B&M HOMESTORE; BABOU; HERON FOODS; B&M EXPRESS; B&M GARDEN CENTRE; B&M FURNITURE; B&M OUTLET; B&M STORE OF THE YEAR  
CMBN	cembra.ch	CEMBRA MONEY BANK LTD	Financials	Switzerland	CEMBRA; CEMBRA MONEY BANK; CEMBRA PAY; CEMBRA INVEST; CEMBRA LEASING  
LUND B	lundbergforetagen.se	LUNDBERGFORETAGEN CLASS B	Financials	Sweden	– keine eingetragenen Marken gefunden  
AMP	corporate.amplifon.com	AMPLIFON	Health Care	Italy	AMPLIFON; AMPLI-CONNECT; MIRACLE-EAR; BETER HOREN; GAES; AMPLIFON APP; AMPLIFON 360; AMPLIFON PLUS; AMPLIFON STORE; AMPLIFON Wecare  
SOP	soprasteria.com	SOPRA STERIA GROUP	Information Technology	France	SOPRA STERIA; SOPRA; STERIA; SOPRA HR; SOPRA BANKING SOFTWARE; SEE BROKER; PLUGGEDIT; SOPRA IGB; SOPRA STERIA ACADEMY; SOPRA STERIA NEXT  
BGN	bancagenerali.com	BANCA GENERALI	Financials	Italy	BANCA GENERALI  
AZM	azimut-group.com	AZIMUT HOLDING	Financials	Italy	AZIMUT  
HOT	hochtief.com	HOCHTIEF AG	Industrials	Germany	HOCHTIEF; HOCHTIEF PPP SOLUTIONS; VICON; HOCHTIEF ENGINEERING; HOCHTIEF SOLUTIONS; HOCHTIEF INFRASTRUCTURE  
RBREW	royalunibrew.com	ROYAL UNIBREW	Consumer Staples	Denmark	FAXE; FAXE KONDI; SUPERMALT; SUPERMALTA ORIGINAL; KISSME; SCHIØTZ; VITAMALT; CERES; ORIGINAL LONG DRINK 
SUN	sulzer.com	SULZER AG	Industrials	Switzerland	SULZER; MELLAPAK; ESCHER WYSS; KUHNI; SULZER CHEMTECH; TRIBOSUL; SULOX; SURFASUL; SULGRAFT; SULGUR 
COV	covivio.eu	COVIVIO SA	Real Estate	France	COVIVIO; COVIVIO HOTELS; COVIVIO OFFICES 
VZN	vzch.com	VZ HOLDING AG	Financials	Switzerland	VZ; VZ VERMÖGENSZENTRUM; VZ DEPOTBANK; VZ PORTALE FINANZIARIO; VZ PRIVATBANK; VZ INVEST; VZ HYPOTHEK; VZ PENSIOPLAN; VZ VORSORGE; VZ CARE 
GRF	grifols.com	GRIFOLS SA CLASS A	Health Care	Spain	GRIFOLS; ALBUTEIN; FLEBOGAMMA; XEMBIFY; FIBRYGA; PROLASTIN; HYPERTET; ARALAST; PLASBUMIN; FOSTERIN 
KGX	kiongroup.com	KION GROUP AG	Industrials	Germany	KION; LINDE; STILL; DEMATIC; BAOLI; FENWICK; OM; VOLTAS; KION IQ; KION AFTERMARKET 
VIS	viscofan.com	VISCOFAN SA	Consumer Staples	Spain	VISCOFAN; FIBERCOLL-FLEX; SATISCOLL; VISCONET; VISCOFAN RESHAPING FOOD AND WELLBEING; NATUREXTA; SELECT FLEX; VISCOFAN SMARTCASING; VISCOFAN FLEXBAR; VISCOFAN BIOCASING 
NEXI	nexigroup.com	NEXI	Financials	Italy	NEXI; XPay; YAP; NEXI PAY; NEXI SMARTPOS; NEXI BUSINESS; NEXI GATEWAY; NEXI MOBILE POS; BANCOMAT PAY; NEXI MERCHANT SOLUTIONS 
SCT	softcat.com	SOFTCAT PLC	Information Technology	United Kingdom	SOFTCAT 
FLS	flsmidth.com	FLSMIDTH AND CO CLASS B	Industrials	Denmark	FLS; FLUXO; FERROCOMB; KREBS; ECS/ProcessExpert; VERSATILE™; FLS-ORYX; FLS-KILN LOQ; FLS SUMMIT; FLS-RECLAIM 
TUB	financiere-tubize.be	FINANCIERE DE TUBIZE SA	Health Care	Belgium	(nach aktueller EUIPO-/WIPO-Suche keine eigenen Marken registriert)
THULE	thulegroup.com	THULE GROUP	Consumer Discretionary	Sweden	THULE; WINGBAR; MOTION; CHARIOT; COASTER; SUBTERRA; VERSANT; PROBAR; PRORIDE; EASYGRIP
AMBU B	ambu.com	AMBU CLASS B	Health Care	Denmark	AMBU; ASCOPE; ABOX; AMBU SPUR; AMBU KING VISION; AMBU AURAGAIN; AMBUMAN; AMBU BABY; UNIBAG; ASCOPE 5
VAR	varenergi.no	VAR ENERGI	Energy	Norway	GOLIAT; GRANE; GUDRUN; SNORRE; FRAM; MARULK; RINGHORNE; BRAGE; SKALFJELL; JOTUN
AZE	azelis.com	AZELIS GROUP NV	Industrials	Belgium	AZELIS; VIGON; AZELIS FOOD & NUTRITION; AZELIS PHARMA; AZELIS CASE; AZELIS ESSENTIALS; AZELIS HOME CARE; AZELIS PERSONAL CARE; AZELIS ADVANCED MATERIALS; AZELIS RUBBER & PLASTICS
SRP	serco.com	SERCO GROUP PLC	Industrials	United Kingdom	SERCO; EXPERIENCELAB; CLIMATIZE; +IMPACT; SERCO SPACE; SERCO DEFENCE; SERCO HEALTH; SERCO TRANSPORT; SERCO CITIZEN SERVICES; SERCO CALIBRATION LABSERVICES
SHC	shaftesburycapital.com	SHAFTESBURY CAPITAL PLC	Real Estate	United Kingdom	CARNABY; SEVEN DIALS; CHINATOWN LONDON; COVENT GARDEN; SOHO; THE YARDS; OPERA QUARTER; THOMAS NEAL CENTRE; ST MARTIN’S COURTYARD; FITZROVIA
